"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Road Cycling","Bike","","","","2025-06-15","","20047.7109375","185","682","362.614","","0.545578896999359","10.2069997787476","","88","","159","178","","","0.880552114883296","41.68","7","10","6","7","7","0","","","","","10","3","3","5","4","3","3","","","","",""
"Swim Club","Swim","","","2500","2025-06-16","","1500","","","","","0.460429998503791","0.900360144057623","","24","","122","173","","","0.814456054598085","24.88","26","2","0","1","0","0","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2025-06-16","","2175","","","","","0.693164448208279","0.867916999201915","","27","","135","166","","","0.784445886406188","33.46","36","5","1","0","0","0","","","","","","","","","","","","","","","",""
"Swim Club","Swim","","","2500","2025-06-17","","1100","","","","","0.256300556394789","1.18790496760259","","22","","117","152","","","1.07295904413258","31.66","15","0","0","0","0","0","","","","","","","","","","","","","","","",""
"10' LT1 + 5 x 15'' HCSS + 5 x 1' LT2 torque","Bike","10' (85-95rpm) 5' (95-105rpm) 5' (105-115rpm) 5' (15'' Sprint sentado a máxima cadencia más de 120rpm + 45'' Z1) 10' 170W 1' Z1 5x (1' @50-55rpm LT2 (205-220W) + 2' Z1 95rpm cadencia) 20' Z1","1.1625","","2025-06-17","Sesiones absolutamente esenciales para mejorar más adelante tus umbrales. Estas sesiones te darán muchas mejoras a nivel neuromuscular así como generás adaptaciones a nivel anaeróbico, importantes en este momento de la preparación.","26601.279296875","155","540","251.455"," *06/17/2025 David Sabat: potenciometro al palco en las de torque 😔*","1.0806530714035","6.83799982070923","","93","","143","173","","","0.732421918185002","24.23","43","10","6","8","2","0","","","","","47","6","4","4","2","1","1","","","","",""
"Lap Swimming","Swim","","","","2025-06-17","","2575","","","","","0.794644449022081","0.898778359511344","","28","","134","159","","","0.810110736685095","42.25","45","3","0","0","0","0","","","","","","","","","","","","","","","",""
"3 x [ (3 x 50 MAX) + 200 LT1]","Swim","300 variado 300 técnica tuba 3 bloques 3 x 50 MAX D: 2' 4 x 50 @1:45-1:50 max swim quality C/1' Entre bloques 200 tuba + AL alargar brazada 300 pies (50 F + 50 S) 200s","","2000","2025-06-18","","1800","","",""," *06/18/2025 David Sabat: Hoy me he sentido fatigado en general. No he acabado el entreno. Nose cómo mejorar la tijera que hago con los pies, te pasaré vídeo para que analices y intentemos ver dónde está el error para focalizar en ejercicios*","0.558079721662733","0.890648193963384","","28","","120","153","","","0.80633641132718","29.26","34","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Adaptación anatómica","Strength","Hem de realitzar dues voltes. El temps de descans entre voltes és 1'30'' i entre exercicis de 30''.","","","2025-06-18","Si no tenim cinturó rus, podem utilitzar un neumàtic de bici. Si no es poden fer dominadas, realitzar rem amb gomes elàstiques o manuelles.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8km 5:30/km","Run","","0.770277777777778","","2025-06-18","","8019.3701171875","294","433","795.08","","0.752076387405396","2.96199989318848","","161","","148","164","","","1.21897916244916","110.46","30","16","3","0","0","0","","","","","0","0","0","0","1","23","20","","","","3","7"
"Swim Club","Swim","","","2500","2025-06-19","","2450","","","","","0.714861389795939","0.949244478884153","","27","","133","162","","","0.856809458089268","44.96","34","10","2","0","0","0","","","","","","","","","","","","","","","",""
"4 x 20'' Sub-max + 6 x 4 LT1","Run","4 x 20'' Sub-max 6 x 4' @4:50/km Active rest HR esencial en esta sesión","1.14027777777778","","2025-06-19","","11464.98046875","291","604","1100.437","","1.05195832252502","3.02699995040894","","157","","158","182","","","1.33929402303911","186.99","16","9","6","18","15","5","","","","","12","1","0","0","0","3","36","","","","1","5"
"2 x [ (2 x 25 + 1 x 50 MAX) + 3 x 100 LT1]","Swim","300 variado 300 técnica tuba 2 bloques 2 x 25 MAX D: 60'' 1 x 50 MAX D: 2' 3 x 100 @1:50-1:55 máxima calidad en el nado saliendo cada 2'10 Entre bloques 200 tuba + AL alargar brazada 300 pies (50 F + 50 S) 200s","","2100","2025-06-20","","1550","","",""," *06/20/2025 David Sabat: Algo fatigado. Me he dejado por hacer el último 100 + la última parte del entreno. Me he desmotivado también al ver que no mejoro el tema del pie… (he metido técnica de nadar con la aleta en el pie que siento muerto y luego al nadar normal me sentía lento/raro)*","0.487175830205282","0.878684807256236","","27","","114","151","","","0.795400707454471","24.52","29","0","0","0","0","0","","","","","","","","","","","","","","","7","7"
"3 x 30' LT1","Bike","40min Fatmax zone 145-155W 3 x 30' LT1 (170-180w)","2.56666666666667","","2025-06-20","","108834.8125","151","563","2121.475","","3.9038553237915","7.74399995803833","","82","","149","177","","","0.727439495908082","206.15","120","65","29","28","13","0","","","","","67","45","39","52","19","8","4","","","","",""
"8' uLT1 + 2 x 8 x 40'' @3:50/km - 20'' uLT1 + 8' uLT1","Run","WU: 3km progressive (6:00 a 5:15/km) + 2 x 200m (4:30/km) D: 1' andando + 2 x 15'' progresivo D: 1' andando + 8' 5:00/km + 1' muy suave + 2 bloques de 8 x 40'' 3:50/km - 20'' keep moving (not slower than 5:15/km) entre bloques 5' suave (5:45/km) después del segundo bloque + 8' 5:00/km + Cool down: +-5' suave","1.25","14000","2025-06-21","Check lactate after second block for sure and if you can after first and second block. We will warm up together we will do the first 8min together and then goodbye my friend :D","10314.2802734375","339","504","1005.611","","0.823408901691437","3.48000001907349","","168","","163","183","","","1.41004552122329","162.32","4","16","7","9","14","5","","","","","0","0","0","0","0","2","37","","","","",""
"Neuro + ANC: 8x20MAX parach. + 4x20MAX + 4x50MAX","Swim","400v incl. 200m tecnica remadas 3 x 100 pies comienza a ritmo moderado y las últimas dos a tope! Ritmos? Descanso 10'' primera serie, 20'' segunda, 30'' tercera, 40'' cuarta, 50'' quinta. 1 x 100 SNK AL mínimas brazadas 8 x 20 MAX con paracaídas C/2' Sin impulso, con paracaídas tensado para que resista desde inicio. 4 x 20 MAX sin paracaídas Sin impulso C/1'30 4 x 50 MAX C/3' 4 x 100 SNK mínimas brazadas c/1'45 100s","","1800","2025-06-21","","1400","","","","","0.399257222546472","0.963523743977977","","26","","124","167","","","0.876627848502507","26.9","22","1","1","1","0","0","","","","","","","","","","","","","","","",""
"1h30' LT0","Bike","Post running, flushing the legs","1.5","","2025-06-22","","36778.21875","115","637","716.647","","1.751748919487","5.83199977874756","","65","","","","","","0.593103709450892","61.54","","","","","","","","","","","58","24","10","8","3","1","1","","","","",""
"12km 5:30/km","Run","","1.15555555555556","","2025-06-23","","12015.51953125","295","448","1105.635","","1.03824079036713","3.21499991416931","","165","","145","161","","","1.23102304863707","155.76","56","9","1","0","0","0","","","","","0","0","0","1","1","23","36","","","","",""
"4 x 25'' Sub-max + 6 x 4 LT1","Run","4 x 25'' Sub-max 6 x 4' @4:50/km Active rest HR esencial en esta sesión","1.14583333333333","","2025-06-24","","13020.8203125","276","562","1225.587","","1.23065578937531","2.93899989128113","","155","","141","165","","","1.26756723964152","196.41","46","18","16","2","0","0","","","","","14","0","0","0","1","7","47","","","","1","5"
"Adaptación anatómica","Strength","Hem de realitzar dues voltes. El temps de descans entre voltes és 1'30'' i entre exercicis de 30''.","","","2025-06-25","Si no tenim cinturó rus, podem utilitzar un neumàtic de bici. Si no es poden fer dominadas, realitzar rem amb gomes elàstiques o manuelles.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","200 variados + 200 PB + 200 Pies aletas 3x500 ritmo moderado sostenido D: 45'' 1a. Palas pequeñas 2a. Palas grandes 3a. Transf. sin material","","2100","2025-06-25","Movilitat articular + gomes","2200","","","","","0.709083612759908","0.859375","","24","","125","162","","","0.775649006834723","33.09","41","1","0","0","0","0","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","600m (150 crol + 50 esquena) 10x50m Técnica D.10"" 200m estils 6x150m PG + Arrastre (samarreta o pantaló platja) mismo ritmo en todas las series D.20"" 4x50m Peus aletes molt fort D.10"" 100m suaus","","2500","2025-06-26","Movilitat articular + gomes","2275","","","","","0.694392504427168","0.907097288676236","","26","","125","155","","","0.819061260560674","38.16","40","2","0","0","0","0","","","","","","","","","","","","","","","",""
"10' LT1 + 5 x 15'' HCSS + 6 x 1' LT2 torque","Bike","10' (85-95rpm) 5' (95-105rpm) 5' (105-115rpm) 5' (15'' Sprint sentado a máxima cadencia más de 120rpm + 45'' Z1) 10' 170W 1' Z1 6 x (1' @50-55rpm LT2 (205-220W) + 2' Z1 95rpm cadencia) 20' Z1","1.2125","","2025-06-26","Sesiones absolutamente esenciales para mejorar más adelante tus umbrales. Estas sesiones te darán muchas mejoras a nivel neuromuscular así como generás adaptaciones a nivel anaeróbico, importantes en este momento de la preparación.","30389.609375","132","451","642.038","","1.35836970806122","6.21400022506714","","74","","","","","","0.672355499533294","61.05","","","","","","","","","","","38","14","8","12","5","2","1","","","","",""
"Lap Swimming","Swim","Optional swim, focus on technique.","","1500","2025-06-27","","3100","","","","","0.947322781880697","0.905373831775701","","26","","123","157","","","0.818094967020018","51.87","55","3","0","0","0","0","","","","","","","","","","","","","","","",""
"8' uLT1 + 2 x 10 x 40'' @3:50/km - 20'' uLT1 + 8' uLT1","Run","WU: 3km progressive (6:00 a 5:15/km) + 2 x 200m (4:30/km) D: 1' andando + 2 x 15'' progresivo D: 1' andando + 8' 5:00/km + 1' muy suave + 2 bloques de 10 x 40'' 3:50/km - 20'' keep moving (not slower than 5:15/km) entre bloques 5' suave (5:45/km) después del segundo bloque + 8' 5:00/km + Cool down: +-5' suave","1.25","14000","2025-06-27","Check lactate after second block for sure and if you can after first and second block. We will warm up together we will do the first 8min together and then goodbye my friend :D","11641.7001953125","319","485","1094.871","","0.952295541763306","3.39599990844727","","169","","162","181","","","1.34756996087071","171.21","12","11","4","14","20","4","","","","","0","0","0","0","3","16","29","","","","",""
"1h30' easy cycling","Bike","155w; post running","1.5","","2025-06-27","","3407.93994140625","187","469","73.601","","0.10686083137989","8.85900020599365","","84","","","","","","0.840405786328443","7.07","","","","","","","","","","","1","1","1","2","1","0","1","","","","",""
"Road Cycling","Bike","","","","2025-06-27","","23866.01953125","142","483","498.789","","0.977168560028076","6.78399991989136","","76","","143","177","","","0.704427509514261","47.86","41","13","6","2","0","0","","","","","21","11","9","12","4","1","0","","","","",""
"5 x 10'' MAX + 7 x 7'","Bike","5 x 10'' MAX 7 x 7' LT1 (170-180w)","1.83888888888889","","2025-06-28","","44926.328125","144","651","973.307","","1.87700200080872","6.64900016784668","","76","","130","163","","","0.690723562921165","89.27","107","6","1","0","0","0","","","","","45","22","15","19","7","2","1","","","","",""
"","Swim","200 Crol (1rs filmar lateral + 2ns frontal) 200m Peus aletes bilaterals 200 SNK + Aletas máx long. braçada 8x50m Tecnica D.10"" 8 x 100 (50 Crol moderado + 50 Fuerte) D:30'' 4x25m Peus full D.20"" 100m suaus 4x25m Peus full D.20"" 100m suaus","","2200","2025-06-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8km 5:30/km","Run","","0.770277777777778","","2025-06-29","","10039.83984375","283","497","944.621","","0.926151692867279","3.01099991798401","","164","","137","146","","","1.17128859520405","126","56","0","0","0","0","0","","","","","0","0","0","0","1","44","10","","","","",""
"Lap Swimming","Swim","3 x 500 D: 1' 1a: nadar SNK + AL 2a: PB+PG 3a: nado sin material, mínimas brazadas Bebe y recupera bien + 4 x 100 progresivo D: 1' 2'00-1'55-1'50-A TOPE!","","2000","2025-06-30","","2375","","","","","0.758875558111403","0.867738399707709","","26","","121","142","","","0.78240759457012","36.35","46","0","0","0","0","0","","","","","","","","","","","","","","","",""
"team swim","Swim","","","2500","2025-07-01","","2600","","","","","0.809075836605496","0.887069259638349","","27","","123","162","","","0.803385752721397","41.95","46","3","0","0","0","0","","","","","","","","","","","","","","","",""
"6 x 10'' MAX + 6 x 8'","Bike","6 x 10'' MAX 6 x 8' LT1 (170-180w)","1.83333333333333","","2025-07-01","","42740.94140625","166","767","1020.336","","1.71347939968109","6.92899990081787","","81","","149","178","","","0.752799282845087","96.68","48","20","21","21","4","0","","","","","24","18","15","35","8","1","0","","","","",""
"5 x 25'' Sub-max + 7 x 4 LT1","Run","5 x 25'' Sub-max 7 x 4' @4:50/km Active rest HR esencial en esta sesión","1.04444444444444","","2025-07-02","","8434.33984375","270","581","762.162","","0.782973885536194","2.99200010299683","","157","","156","177","","","1.20655555415489","112.75","15","8","5","13","10","0","","","","","6","0","0","1","2","18","18","","","","3","5"
"1h30 LT0","Bike","Ideal post running o como segunda sesión del día.","1.5","","2025-07-02","","30577.259765625","158","519","677.523","","1.19749522209167","7.09299993515015","","76","","143","171","","","0.734091223464044","63.94","48","16","9","3","0","0","","","","","16","14","13","19","6","2","1","","","","",""
"Lap Swimming","Swim","","","","2025-07-02","","1200","","","","","0.368357222874959","0.900900900900901","","26","","120","153","","","0.814426815520423","19.9","22","0","0","0","0","0","","","","","","","","","","","","","","","",""
"team swim","Swim","","","2500","2025-07-03","","1502.98999023438","","","","","0.618905305862427","0.675000011920929","","29","","130","150","","","0.607116297112691","13.85","37","0","0","0","0","0","","","","","","","","","","","","","","","",""
"10km LT0","Run","","0.963055555555556","10000","2025-07-03","","8010.5400390625","292","407","745.673","","0.709213614463806","3.13700008392334","","162","","153","178","","","1.21469187683162","103.26","18","13","7","9","2","0","","","","","0","0","0","0","1","23","17","","","","",""
"Road Cycling","Bike","","","","2025-07-03","","17883.380859375","210","562","436.937","","0.578972518444061","8.57999992370605","","82","","151","177","","","0.989119658871783","55.44","14","5","4","10","5","0","","","","","6","2","2","7","6","5","4","","","","",""
"5' LT1 + 3' LT2 + 6 x 30-30 VO2","Bike","Openers para mañana.","1","","2025-07-04","","20013.060546875","123","721","404.033","","0.912145614624023","6.09499979019165","","67","","125","161","","","0.658429628184381","39.08","51","3","2","0","0","0","","","","","32","13","4","3","2","1","0","","","","",""
"Lap Swimming","Swim","300v 8 x 50 progresivo de la 1-4 D: 30'' 100s","","800","2025-07-04","Tocar agua para mañana","200","","","","","0.165591672261556","0.33500837520938","","29","","109","120","","","0.301947551571457","0.46","10","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Open Water Swimming","Swim","","","","2025-07-05","","841.719970703125","","","","","0.293884456157684","0.796000003814697","","30","","149","160","","","0.716029678558006","10.79","10","9","0","0","0","0","","","","","","","","","","","","","","","",""
